       T="0.1000D+01
       T="0.4000D+01
    1    0.35334D+04    0.55498D+00    0.47654D+02    0.61265D+02    0.40234D+04    0.13166D+04
    2    0.33571D+04    0.59659D+01    0.14194D+03    0.37429D+02    0.79765D+04    0.15677D+05
    3    0.35334D+04    0.55498D+00    0.47654D+02    0.61265D+02    0.40234D+04    0.13166D+04
    4    0.33571D+04    0.59659D+01    0.14194D+03    0.37429D+02    0.79765D+04    0.15677D+05
    5    0.22322D+05    0.57232D+02    0.62181D+02    0.94607D+02    0.72685D+04    0.16807D+05
    6    0.22322D+05    0.57232D+02    0.62181D+02    0.94607D+02    0.72685D+04    0.16807D+05
    7    0.43150D+02    0.83245D-11    0.19455D+03    0.10485D-12    0.27421D+04    0.27708D-11
       T="0.5000D+01
    1    0.53743D+04    0.10157D+01    0.61801D+02    0.86592D+02    0.52318D+04    0.18477D+04
    2    0.50056D+04    0.11889D+02    0.18220D+03    0.38824D+02    0.10306D+05    0.20382D+05
    3    0.53743D+04    0.10157D+01    0.61801D+02    0.86592D+02    0.52318D+04    0.18477D+04
    4    0.50056D+04    0.11889D+02    0.18220D+03    0.38824D+02    0.10306D+05    0.20382D+05
    5    0.27817D+05    0.72723D+02    0.93267D+02    0.15257D+03    0.89569D+04    0.20465D+05
    6    0.27817D+05    0.72723D+02    0.93267D+02    0.15257D+03    0.89569D+04    0.20465D+05
    7    0.56561D+02    0.83233D-11    0.25527D+03    0.14080D-11    0.36496D+04    0.45100D-12
       T="0.6000D+01
    1    0.76088D+04    0.15986D+01    0.74675D+02    0.11539D+03    0.63279D+04    0.24237D+04
    2    0.69983D+04    0.20395D+02    0.21608D+03    0.31764D+02    0.12364D+05    0.24659D+05
    3    0.76088D+04    0.15986D+01    0.74675D+02    0.11539D+03    0.63279D+04    0.24237D+04
    4    0.69983D+04    0.20395D+02    0.21608D+03    0.31764D+02    0.12364D+05    0.24659D+05
    5    0.31779D+05    0.84207D+02    0.13073D+03    0.22505D+03    0.10130D+05    0.22913D+05
    6    0.31779D+05    0.84207D+02    0.13073D+03    0.22505D+03    0.10130D+05    0.22913D+05
    7    0.69226D+02    0.00000D+00    0.31266D+03    0.78282D-13    0.45514D+04    0.70001D-11
       T="0.7000D+01
    1    0.10197D+05    0.22623D+01    0.86034D+02    0.14799D+03    0.72776D+04    0.30397D+04
    2    0.93409D+04    0.31485D+02    0.24140D+03    0.14573D+02    0.14070D+05    0.28381D+05
    3    0.10197D+05    0.22623D+01    0.86034D+02    0.14799D+03    0.72776D+04    0.30397D+04
    4    0.93409D+04    0.31485D+02    0.24140D+03    0.14573D+02    0.14070D+05    0.28381D+05
    5    0.34019D+05    0.90180D+02    0.17414D+03    0.30921D+03    0.10728D+05    0.24132D+05
    6    0.34019D+05    0.90180D+02    0.17414D+03    0.30921D+03    0.10728D+05    0.24132D+05
    7    0.80989D+02    0.00000D+00    0.36584D+03    0.30246D-12    0.54449D+04    0.52813D-11
       T="0.8000D+01
    1    0.13035D+05    0.29614D+01    0.95646D+02    0.18434D+03    0.80434D+04    0.36977D+04
    2    0.12000D+05    0.44743D+02    0.25582D+03    0.14131D+02    0.15331D+05    0.31402D+05
    3    0.13035D+05    0.29614D+01    0.95646D+02    0.18434D+03    0.80434D+04    0.36977D+04
    4    0.12000D+05    0.44743D+02    0.25582D+03    0.14131D+02    0.15331D+05    0.31402D+05
    5    0.34514D+05    0.89283D+02    0.22233D+03    0.39866D+03    0.10710D+05    0.24159D+05
    6    0.34514D+05    0.89283D+02    0.22233D+03    0.39866D+03    0.10710D+05    0.24159D+05
    7    0.91710D+02    0.00000D+00    0.41388D+03    0.44298D-12    0.63268D+04    0.11591D-10
       T="0.9000D+01
    1    0.15953D+05    0.36662D+01    0.10332D+03    0.22380D+03    0.85853D+04    0.44204D+04
    2    0.14898D+05    0.59163D+02    0.25733D+03    0.54982D+02    0.16040D+05    0.33551D+05
    3    0.15953D+05    0.36662D+01    0.10332D+03    0.22380D+03    0.85853D+04    0.44204D+04
    4    0.14898D+05    0.59163D+02    0.25733D+03    0.54982D+02    0.16040D+05    0.33551D+05
    5    0.33368D+05    0.80410D+02    0.27365D+03    0.48134D+03    0.10053D+05    0.23040D+05
    6    0.33368D+05    0.80410D+02    0.27365D+03    0.48134D+03    0.10053D+05    0.23040D+05
    7    0.10129D+03    0.83169D-11    0.45584D+03    0.61525D-12    0.71923D+04    0.20687D-10
       T="0.1000D+02
    1    0.18733D+05    0.43743D+01    0.10896D+03    0.26467D+03    0.88619D+04    0.52695D+04
    2    0.17912D+05    0.72889D+02    0.24511D+03    0.10688D+03    0.16073D+05    0.34629D+05
    3    0.18733D+05    0.43743D+01    0.10896D+03    0.26467D+03    0.88619D+04    0.52695D+04
    4    0.17912D+05    0.72889D+02    0.24511D+03    0.10688D+03    0.16073D+05    0.34629D+05
    5    0.30720D+05    0.62849D+02    0.32615D+03    0.53439D+03    0.87476D+04    0.20748D+05
    6    0.30720D+05    0.62849D+02    0.32615D+03    0.53439D+03    0.87476D+04    0.20748D+05
    7    0.10967D+03    0.83149D-11    0.49091D+03    0.95711D-12    0.80340D+04    0.39476D-11
