 VARIABLES = X,Y,DU1,DU2,U1,U2,S11,S22,S33,S12
 ZONE, T="0.1000D+01" F=FEPOINT, I=    9 J=    4
   0.2000700000E+01   0.1999502082E+01   0.1000000000E-03  -0.7837365428E-04   0.6000000000E-03  -0.4195439671E-03   0.2141228400E+00   0.2647763837E-08   0.4828342195-314  -0.5752135644E-16
   0.0000000000E+00   0.1999502082E+01   0.0000000000E+00  -0.7837365428E-04   0.0000000000E+00  -0.4195439671E-03   0.2141228400E+00   0.2647763060E-08   0.4828342141-314   0.6727685146E-16
   0.1000350000E+01   0.0000000000E+00   0.5000000000E-04   0.0000000000E+00   0.3000000000E-03   0.0000000000E+00   0.2141228400E+00   0.2647763113E-08   0.4828342205-314   0.1224518754E-16
   0.2000700000E+01   0.9997510412E+00   0.1000000000E-03  -0.3918682714E-04   0.6000000000E-03  -0.2097719836E-03   0.2141228400E+00   0.2647763037E-08   0.4828342225-314  -0.5082705215E-16
   0.1000350000E+01   0.1999502082E+01   0.5000000000E-04  -0.7837365428E-04   0.3000000000E-03  -0.4195439671E-03   0.2141228400E+00   0.2647763561E-08   0.4828342200-314   0.5602851185E-16
   0.0000000000E+00   0.9997510412E+00   0.0000000000E+00  -0.3918682714E-04   0.0000000000E+00  -0.2097719836E-03   0.2141228400E+00   0.2647762965E-08   0.4828342210-314  -0.5551812261E-16
   0.1000350000E+01   0.9997510412E+00   0.5000000000E-04  -0.3918682714E-04   0.3000000000E-03  -0.2097719836E-03   0.2141228400E+00   0.2647762965E-08   0.4828342210-314  -0.5551812261E-16
           1           5           9           8
           5           2           6           9
           9           6           3           7
           8           9           7           4
 VARIABLES = X,Y,DU1,DU2,U1,U2,S11,S22,S33,S12
 ZONE, T="0.8000D+01" F=FEPOINT, I=    9 J=    4
   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.2351456888E+00   0.2014330588E-08   0.5302394832-314   0.1464921709E-16
   0.2000800000E+01   0.0000000000E+00   0.1000000000E-03   0.0000000000E+00   0.7000000000E-03   0.0000000000E+00   0.2351456888E+00   0.2014331176E-08   0.5302394872-314  -0.3260793989E-16
   0.2000800000E+01   0.1999422486E+01   0.1000000000E-03  -0.7959636023E-04   0.7000000000E-03  -0.4979176214E-03   0.2351456888E+00   0.2014330564E-08   0.5302394946-314  -0.1447070966E-16
   0.0000000000E+00   0.1999422486E+01   0.0000000000E+00  -0.7959636023E-04   0.0000000000E+00  -0.4979176214E-03   0.2351456888E+00   0.2014330901E-08   0.5302394931-314   0.3085856712E-16
   0.1000400000E+01   0.0000000000E+00   0.5000000000E-04   0.0000000000E+00   0.3500000000E-03   0.0000000000E+00   0.2351456888E+00   0.2014330644E-08   0.5302394902-314  -0.7137515308E-16
   0.2000800000E+01   0.9997112430E+00   0.1000000000E-03  -0.3979818012E-04   0.7000000000E-03  -0.2489588107E-03   0.2351456888E+00   0.2014331186E-08   0.5302394887-314   0.4519085201E-16
   0.1000400000E+01   0.1999422486E+01   0.5000000000E-04  -0.7959636023E-04   0.3500000000E-03  -0.4979176214E-03   0.2351456888E+00   0.2014331271E-08   0.5302394852-314  -0.5668651701E-17
   0.0000000000E+00   0.9997112430E+00   0.0000000000E+00  -0.3979818012E-04   0.0000000000E+00  -0.2489588107E-03   0.2351456888E+00   0.2014330613E-08   0.5302394887-314   0.2428423794E-16
   0.1000400000E+01   0.9997112430E+00   0.5000000000E-04  -0.3979818012E-04   0.3500000000E-03  -0.2489588107E-03   0.2351456888E+00   0.2014330613E-08   0.5302394887-314   0.2428423794E-16
           1           5           9           8
           5           2           6           9
           9           6           3           7
           8           9           7           4
 VARIABLES = X,Y,DU1,DU2,U1,U2,S11,S22,S33,S12
 ZONE, T="0.9000D+01" F=FEPOINT, I=    9 J=    4
   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.2550368557E+00   0.1569131708E-08   0.5750928880-314  -0.2190736105E-16
   0.2000900000E+01   0.0000000000E+00   0.1000000000E-03   0.0000000000E+00   0.8000000000E-03   0.0000000000E+00   0.2550368557E+00   0.1569131738E-08   0.5750928925-314  -0.6317201235E-16
   0.2000900000E+01   0.1999341842E+01   0.1000000000E-03  -0.8064393903E-04   0.8000000000E-03  -0.5775139816E-03   0.2550368557E+00   0.1569131887E-08   0.5750928920-314   0.6543722106E-16
   0.0000000000E+00   0.1999341842E+01   0.0000000000E+00  -0.8064393903E-04   0.0000000000E+00  -0.5775139816E-03   0.2550368557E+00   0.1569131648E-08   0.5750928925-314   0.2536580175E-16
